name,steam_appid,required_age,legal_notice,platforms,categories,genres,recommendations,achievements,release_date,price,english,developer,publisher
Axis & Allies 1942 Online,898920,0,"©2021 Beamdog. All Rights Reserved. Hasbro, Axis & Allies, Avalon Hill, and their respective logos are registered trademarks of HASBRO, Inc. ©2021 HASBRO, Inc. All Rights Reserved. Wizards of the Coast and its logo are trademarks of Wizards of the Coast LLC. All Rights Reserved.",windows;mac;linux,Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Partial Controller Support;Family Sharing,Strategy,{'total': 3981},0,2021-11-09,19.99,1,Beamdog,Beamdog
NEKOPARA Extra,899970,0,,windows,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Family Sharing,Casual;Indie,{'total': 3245},13,2018-07-26,4.99,1,NEKO WORKs,Sekai Project
Sam & Max: The Devil’s Playhouse ,31220,0,"© 2010 Telltale, Inc. Sam & Max created by Steve Purcell.  Sam & Max copyright and trademark Steve Purcell.",windows;mac,Single-player;Family Sharing,Adventure,{'total': 293},0,2010-04-15,9.99,1,Telltale Games,Telltale Games
The Stronghold Collection,40960,0,"©2009 Firefly Studios, Ltd. Stronghold, Stronghold 2, Stronghold Crusader, Stronghold Crusader Extreme, and Stronghold Legends ®, FireFly Studios and the FireFly Studios logo are trademarks of FireFly Studios. 2K Games, the 2K Games logo and Take-Two Interactive Software are all trademarks and/or registered trademarks of Take-Two Interactive Software, Inc. The ratings icon is a trademark of the Entertainment Software Association. GameSpy and the ""Powered by GameSpy"" design are trademarks of GameSpy Industries, Inc. © 1999-2009 GameSpy Industries, Inc. All rights reserved. Uses Granny 3D, Copyright © 1999-2009 by RAD Game Tools, Inc. Uses Bink Video, Copyright © 1999-2009 by RAD Game Tools, Inc. Uses Miles Sound System, Copyright © 1991-2009 by RAD Game Tools, Inc. LIFESTUDIO:HEAD™ 2.6 SDK Copyright © 2001-2009 by Lifemode Interactive. All other marks and trademarks are the property of their respective owners. All rights reserved. The content of this videogame is purely fictional, is not intended to represent or depict any actual event, person, or entity, and any such similarities are purely coincidental. The makers and publishers of this videogame do not in any way endorse, condone, or encourage engaging in any conduct depicted in this videogame.",windows,Single-player;Multi-player;Family Sharing,Strategy,{'total': 4047},33,2009-10-27,24.99,1,FireFly Studios,FireFly Studios
fpsVR,908520,0,,windows,Tracked Controller Support;VR Only;VR Support;Family Sharing,Indie;Utilities,{'total': 1911},0,2018-09-11,3.99,1,SBSoftLab,SBSoftLab
Bloodbound,909750,0,© Copyright 2023 Sketchy Realms,windows,Multi-player;PvP;Online PvP;LAN PvP;Co-op;Online Co-op;LAN Co-op;Family Sharing,Action;Casual;Indie;Strategy;Early Access,,0,2023-10-25,14.99,1,Sketchy Realms,Sketchy Realms
Good Company,911430,0,© 2024 Chasing Carrots,windows,Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Family Sharing,Indie;Simulation;Strategy,{'total': 1362},76,2022-06-21,24.99,1,Chasing Carrots,Chasing Carrots
I wanna be the Creator,913550,0,,windows,Single-player;Multi-player;PvP;Shared/Split Screen PvP;Shared/Split Screen;Includes level editor;Remote Play Together;Family Sharing,Action;Adventure;Indie,{'total': 2479},0,2019-11-15,5.99,0,Aikesi,HeyBox Games
SNKRX,915310,0,,windows,Single-player;Steam Achievements;Steam Cloud;Family Sharing,Action;Casual;Indie,{'total': 4022},24,2021-05-17,2.99,1,a327ex,a327ex
RAM Pressure,929490,17,© 2018 GDT LDT. All rights reserved.,windows,Multi-player;PvP;Online PvP;In-App Purchases,Action;Free to Play;Indie;Massively Multiplayer;Strategy,,0,2021-09-15,0.0,1,QuadCom Interactive;GDT,GDT
Braveland Heroes,931650,0,,windows,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Cross-Platform Multiplayer;In-App Purchases;Remote Play on Phone;Remote Play on Tablet,Adventure;RPG;Strategy;Free to Play,,0,2019-09-16,0.0,1,Tortuga Team,Tortuga Team
Townsmen - A Kingdom Rebuilt,938380,0,"© 2019 THQ Nordic AB Sweden. Developed and published by www.handy-games.com GmbH, Germany. Townsmen - A Kingdom Rebuilt, THQ, THQ Nordic, HandyGames and their respective logos are trademarks and/or registered trademarks of THQ Nordic AB. All rights reserved. All other brands, product names and logos are trademarks or registered trademarks of their respective owners.",windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing,Casual;Simulation;Strategy,{'total': 642},102,2019-02-26,19.99,1,HandyGames,HandyGames
Pandemic Express - Zombie Escape,939510,0,,windows,Multi-player;PvP;Online PvP,Action;Indie;Massively Multiplayer,{'total': 1805},27,2019-09-27,0.0,1,TALLBOYS;tinyBuild,tinyBuild
Colt Canyon,940710,0,"© 2020 Retrific<br />
© 2020 Headup GmbH, all rights reserved.",windows,Single-player;Multi-player;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards;Remote Play on TV;Remote Play Together;Family Sharing,Action;Casual;Indie;RPG,{'total': 706},40,2020-06-16,14.99,1,Retrific,Headup Publishing
Parkan: Iron Strategy,953820,0,Copyright © 2022 GameXP.com. All rights reserved.,windows,Single-player;Family Sharing,Action;Adventure;Simulation,,0,2018-11-06,2.99,1,GameXP.com,GameXP.com
Creaks,956030,0,,windows;mac,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Family Sharing,Adventure;Casual;Indie,{'total': 3350},28,2020-07-22,19.99,1,Amanita Design,Amanita Design
Granny,962400,0,"2020, DVloper (DVapps AB)",windows,Single-player;Family Sharing,Adventure;Indie,{'total': 2750},0,2018-11-20,4.99,1,DVloper,DVloper
Nya Nya Nya Girls (ʻʻʻ)_(=^･ω･^=)_(ʻʻʻ),963330,0,,windows,Single-player;Steam Achievements;Steam Trading Cards;Family Sharing,Casual;Indie,{'total': 341},32,2018-12-08,0.99,1,Zloy Krot Studio,Zloy Krot Studio
Lost in Vivo,963710,0,2018 Gregory Klima,windows,Single-player;Partial Controller Support;Family Sharing,Indie,{'total': 2887},9,2018-11-05,11.99,1,KIRA,KIRA
Root,965580,0,"© 2020 Dire Wolf Digital, LLC under license from Leder Games",windows;mac,Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Steam Turn Notifications;Family Sharing,Indie;Simulation;Strategy,{'total': 3104},37,2020-09-24,14.99,1,Dire Wolf,Dire Wolf
Omno,969760,0,,windows,Single-player;Steam Achievements;Full controller support;Family Sharing,Action;Adventure;Casual;Indie,{'total': 1326},21,2021-07-28,18.99,1,Studio Inkyfox,Future Friends Games;StudioInkyfox
We Who Are About To Die,973230,0,,windows,Single-player;Partial Controller Support;Steam Cloud;Family Sharing,Action;Indie;RPG;Simulation;Strategy;Early Access,{'total': 5333},0,2022-11-14,21.99,1,Jordy Lakiere,Jordy Lakiere
九劫曲：诅咒之地 NINE TRIALS,976800,0,,windows,Multi-player;PvP;Online PvP,Action;Adventure;Free to Play;Massively Multiplayer;RPG;Early Access,{'total': 1788},0,2019-06-27,0.0,0,爱玩工作室,爱玩工作室
Hidden Deep,976890,0,"© 2020 Daedalic Entertainment GmbH.<br />
Daedalic and the Daedalic logo are trademarks of Daedalic Entertainment GmbH, Germany.",windows,Single-player;Multi-player;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Remote Play Together;Family Sharing,Action;Adventure;Indie;Early Access,{'total': 3077},14,2022-01-24,24.99,1,Cogwheel Software,Daedalic Entertainment
Sam & Dan: Floaty Flatmates,978270,0,Pelican Party Studios © 2019,windows,Multi-player;PvP;Online PvP;Co-op;Online Co-op;Tracked Controller Support;VR Only,Action;Adventure;Free to Play;Indie;Strategy,,4,2018-12-12,0.0,1,Pelican Party Studios,Pelican Party Studios
Just Die Already,979070,17,Just Die Already © 2020 Double Moose. Licensed by Double Moose.,windows,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing,Adventure;Indie;Simulation,{'total': 1946},12,2021-05-20,14.99,1,DoubleMoose Games,Curve Games
One Finger Death Punch 2,980300,0,,windows,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards;Family Sharing,Action;Casual;Indie,{'total': 3522},63,2019-04-15,7.99,1,Silver Dollar Games,Silver Dollar Games
SUCCUBUS,985830,0,,windows,Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing,Action;Adventure,{'total': 4189},30,2021-10-05,24.99,1,Madmind Studio,Madmind Studio
iVRy Driver for SteamVR,992490,0,© 2017-2024 Mediator Software. All rights reserved. iVRy and the iVRy logo are trademarks of Mediator Software. No Personal Information is collected by the iVRy mobile app or this driver.,windows,Full controller support;In-App Purchases,Utilities,,0,2019-01-24,0.0,1,Mediator Software,Mediator Software
Poker Master,994910,0,,windows,Multi-player;PvP;Online PvP;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases,Casual;Massively Multiplayer;Simulation;Strategy;Free to Play,,52,2020-09-23,0.0,1,NGIN LIMITED,NGIN LIMITED
Ring of Pain,998740,0,,windows;mac,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards;Family Sharing,Indie;Strategy,{'total': 2841},138,2020-10-15,19.99,1,Simon Boxer;Twice Different,Humble Games
Seek Girl,998930,0,,windows,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Casual;Indie,{'total': 3956},160,2019-03-14,0.0,1,DSGame,DSGame
Wet Girl,1008710,18,,windows,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Commentary available;Family Sharing,Adventure;Casual;Indie;RPG,{'total': 4631},17,2019-01-30,0.99,1,Wet Girl,Shoot Girl
SWORD ART ONLINE Alicization Lycoris,1009290,0,"©2017 REKI KAWAHARA/KADOKAWA CORPORATION AMW/SAO-A Project<br />
©BANDAI NAMCO Entertainment Inc.<br />
<br />
Powered by Live2D",windows,Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards;Remote Play on Tablet;Family Sharing,Action;Adventure;RPG,{'total': 4806},67,2020-07-09,59.99,1,"AQURIA Co., Ltd.",BANDAI NAMCO Entertainment
Detective Girl of the Steam City,1012030,0,"© Kagura Games and Clymenia, All Rights Reserved.",windows,Single-player;Steam Trading Cards;Steam Cloud;Family Sharing,Indie;RPG,{'total': 1639},0,2019-07-18,14.99,1,Clymenia,Kagura Games
Military Conflict: Vietnam,1012110,0,,windows;linux,Single-player;Multi-player;PvP;Online PvP;Steam Achievements;Steam Workshop;Partial Controller Support;Family Sharing,Action;Early Access,{'total': 953},0,2022-12-16,9.99,1,Dustfade,Dustfade
Blood Bowl 3,1016950,13,"Blood Bowl 3 © Copyright Games Workshop Limited 2023. Blood Bowl 3, Blood Bowl 3 logo, Blood Bowl,the Blood Bowl logo, GW, Games Workshop, Warhammer, and all associated logos, illustrations, images, names, creatures, races, vehicles, locations, weapons, characters, and the distinctive likeness thereof, are either ® or TM, and/or © Games Workshop Limited, variably registered around the world, and used under licence. Used under license. Published by Nacon and developed by Cyanide Studio. All Rights Reserved.",windows,Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Shared/Split Screen;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Steam Cloud;Family Sharing,Sports;Strategy,{'total': 2589},42,2023-02-23,29.99,1,Cyanide Studio,Nacon
Element TD 2 - Tower Defense,1018830,0,,windows,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards;Family Sharing,Indie;Strategy,{'total': 2330},456,2021-04-02,14.99,1,Element Studios,Element Studios
DarkStory Online,1020780,0,Copyright © 2010-2019 BraveWolf. All Rights Reserved,windows,Multi-player;MMO;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;In-App Purchases;Partial Controller Support,Action;Adventure;Free to Play;Indie;Massively Multiplayer;RPG,,20,2020-05-22,0.0,1,BraveWolf,BraveWolf
Shadow Corridor,1025250,0,,windows,Single-player;Full controller support;Steam Cloud;Family Sharing,Action;Indie,{'total': 1615},0,2019-03-08,7.99,1,Space Onigiri Game LLC,Space Onigiri Game LLC
Battle Realms: Zen Edition,1025600,0,,windows,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Includes level editor;Family Sharing,Action;Strategy;Early Access,{'total': 2928},0,2019-12-03,9.99,1,Ed Del Castillo,Ed Del Castillo
中华三国志 the Three Kingdoms of China,1029500,0,我们是免费的，代码也是开源的， 但是如果大家要使用资源，请联系我们。,windows,Single-player,Free to Play;Indie;Strategy,,0,2019-03-30,0.0,0,中三之家,中三之家
DIRT 5,1038250,0,"© 2020 The Codemasters Software Company Limited (""Codemasters""). All rights reserved. ""Codemasters""®, “EGO”®, the Codemasters logo and “DiRT”® are registered trademarks owned by Codemasters. “DiRT 5”™ and “RaceNet”™ are trademarks of Codemasters. All rights reserved. Powered by Wwise © 2006 - 2020 Audiokinetic Inc. All rights reserved. Dolby and the double-D symbol are trademarks of Dolby Laboratories. DTS, DTS-HD, the Symbol, & DTS and the Symbol together are registered trademarks of DTS, Inc. All other copyrights or trademarks are the property of their respective owners and are being used under license. Developed by Codemasters.",windows,Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;In-App Purchases;Steam Cloud;Remote Play Together;Family Sharing,Action;Adventure;Casual;Racing;Sports,{'total': 2907},40,2020-11-05,59.99,1,Codemasters,Codemasters;Electronic Arts
Trials of Fire,1038370,0,,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Family Sharing,Indie;RPG;Strategy,{'total': 2787},31,2021-04-09,19.99,1,Whatboy Games,Whatboy Games
Hellsplit: Arena,1039880,0,,windows,Single-player;Tracked Controller Support;VR Only;Family Sharing,Action;RPG,{'total': 3367},16,2019-09-09,24.99,1,Deep Type Games,Deep Type Games
Merchant of the Skies,1040070,0,,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing,Indie;RPG;Simulation;Strategy,{'total': 1341},12,2020-04-17,14.99,1,Coldwild Games,Coldwild Games
Dreamscaper,1040420,0,"© Afterburner Studios, Maple Whispering Limited & Freedom Games - All Rights Reserved.",windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing,Action;Adventure;Indie;RPG,{'total': 2272},45,2021-08-05,24.99,1,Afterburner Studios,Freedom Games;Maple Whispering Limited
Adventure Climb VR,1040430,0,,windows,Single-player;Steam Achievements;Tracked Controller Support;VR Only,Action;Adventure;Casual;Free to Play;Racing;Simulation;Sports,,24,2019-04-16,0.0,1,MXTreality,MXTreality
Fear in Hospital,1050670,0,,windows,Single-player;Steam Achievements;Steam Cloud,Adventure;Free to Play,,1,2019-07-03,0.0,1,IO Games,IO Games
Paper Dolls: Original / 纸人,1051310,0,"© Beijing Litchi Culture Media Co., Ltd. All Rights Reserved",windows,Single-player;Steam Achievements;Full controller support;Steam Cloud;Remote Play on TV;Family Sharing,Action;Adventure;Indie,{'total': 3753},28,2019-04-19,16.99,1,"Beijing Litchi Culture Media Co., Ltd.","Beijing Litchi Culture Media Co., Ltd.;Gamera Game"
Granny Simulator,1053680,0,,windows,Single-player;Multi-player;Family Sharing,Casual;Indie;Simulation;Early Access,{'total': 3832},0,2019-04-17,4.99,1,Nick Kestle,Nick Kestle
Survivalist: Invisible Strain,1054510,0,,windows,Single-player;Multi-player;Co-op;Online Co-op;Partial Controller Support;Steam Cloud;Family Sharing,Action;Adventure;Indie;RPG;Simulation;Strategy;Early Access,{'total': 2750},0,2020-06-01,9.99,1,Bob,Ginormocorp Holdings Ltd
Swords and Sandals Classic Collection,1055430,0,Copyright Whiskeybarrel Studios and eGames.com,windows;mac,Single-player;Multi-player;PvP;Shared/Split Screen PvP;Shared/Split Screen;Remote Play Together;Family Sharing,Action;Adventure;Casual;RPG;Strategy,{'total': 2094},74,2019-04-18,9.99,1,Whiskeybarrel Studios,eGames.com
A Short Hike,1055540,0,,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards;Family Sharing,Adventure;Indie,{'total': 13337},12,2019-07-30,7.99,1,adamgryu,adamgryu
Streamer Daily,1058380,0,,windows,Single-player;Steam Achievements;Family Sharing,Adventure;Casual;Indie;Simulation;Strategy,{'total': 1013},34,2020-03-04,11.99,1,Mehan Games,Mehan Games
Trombone Champ,1059990,0,Copyright 2022-2023 by Holy Wow Studios LLC,windows;mac,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards;Family Sharing,Casual;Indie,{'total': 7758},25,2022-09-15,14.99,1,Holy Wow Studios LLC,Holy Wow Studios LLC
Inkbound,1062810,0,Ⓒ Shiny Shoe Inc. All Rights Reserved. Inkbound is a trademark of Shiny Shoe Inc.,windows,Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing,RPG;Strategy,{'total': 2312},39,2024-04-09,29.99,1,Shiny Shoe,Shiny Shoe
Röki,1067540,0,,windows;mac,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing,Adventure;Indie,{'total': 1912},32,2020-07-23,19.99,1,Polygon Treehouse,United Label;CI Games
This Land Is My Land,1069640,0,,windows,Single-player;Partial Controller Support;Family Sharing,Action;Indie;RPG;Simulation,{'total': 3873},59,2021-10-20,29.99,1,Game-Labs,Game-Labs
Soviet Jump Game,1072710,0,"Soviet Jump Game™ is trademarked by Game Grumps<br />
Copyright © Game Grumps, inc.",windows;mac,Multi-player;PvP;Online PvP;Full controller support;In-App Purchases,Action;Casual;Free to Play;Indie;Massively Multiplayer,{'total': 121},0,2020-07-16,0.0,1,Fantastic Passion,Game Grumps
Roguebook,1076200,0,©2021 Nacon and Abrakam Entertainment SA. ©2021 Published by Nacon and developed by Abrakam Entertainment SA.,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing,Adventure;Indie;RPG;Strategy,{'total': 2567},61,2021-06-17,24.99,1,Abrakam Entertainment SA,Nacon
Before Your Eyes,1082430,0,"©2021 Skybound, LLC. Skybound and any related marks or logos are registered or otherwise protected trademarks owned by Skybound, LLC and/or its affiliates.",windows;mac,Single-player;Steam Achievements;Steam Trading Cards;Family Sharing,Adventure;Indie,{'total': 11855},11,2021-04-08,9.99,1,GoodbyeWorld Games,Skybound Games
Grow Defense,1083600,0,,windows;mac,Single-player;Steam Achievements;In-App Purchases;Steam Cloud;Steam Leaderboards,Casual;Indie;Strategy;Free to Play,,17,2021-01-10,0.0,1,SoftCowGames,SoftCowGames
Rebel Inc: Escalation,1088790,0,,windows;mac,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor;Family Sharing,Casual;Indie;Simulation;Strategy,{'total': 5216},99,2021-10-13,14.99,1,Ndemic Creations,Ndemic Creations
Granblue Fantasy: Versus,1090630,0,"© Cygames, Inc. Developed by ARC SYSTEM WORKS. Licensed to and published by XSEED Games / Marvelous USA, Inc.",windows,Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Steam Cloud;Remote Play on Phone;Remote Play on Tablet;Remote Play Together;Family Sharing,Action,{'total': 7539},50,2020-03-13,19.99,1,"Cygames, Inc.;Arc System Works","XSEED Games;Marvelous USA, Inc."
Tales of the Black Forest,1093910,0,,windows,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Family Sharing,Adventure;Indie;RPG,{'total': 11420},15,2019-09-25,3.99,1,拾英工作室,SakuraGame
Desktop Magic Engine,1096550,0,,windows,Steam Workshop;Steam Cloud,Casual;Indie;Simulation;Animation & Modeling;Audio Production;Design & Illustration;Utilities,{'total': 718},0,2020-07-18,3.99,1,DesktopMMD Team,DesktopMMD Team
We Become What We Behold [Fan-Made Port],1103210,0,,windows;mac,Single-player,Casual;Indie,,0,2019-07-09,0.0,1,Mismatch Studio;Nicky Case (Originally),Mismatch Studio
MO:Astray,1104660,0,"Rayark Personal Information and Privacy Policy,<br>Rayark Service Terms<br><a href=""https://steamcommunity.com/linkfilter/?u=https%3A%2F%2Fwww.terms.rayark.com%2Fterms-en"" target=""_blank"" rel="" noopener""  >https://www.terms.rayark.com/terms-en</a>",windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing,Action;Adventure;Indie,{'total': 3764},26,2019-10-24,14.99,1,Archpray Inc.,Rayark International Limited
The Backrooms Game FREE Edition,1111210,0,© 2019 Pie On A Plate Productions LLC. All Rights Reserved.,windows;linux,Single-player;Partial Controller Support,Adventure;Casual;Free to Play;Indie;Simulation,,0,2019-07-25,0.0,1,Pie On A Plate Productions,Pie On A Plate Productions
Lake,1118240,0,,windows,Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud;Family Sharing,Adventure;Indie,{'total': 2871},10,2021-09-01,19.99,1,Gamious,Whitethorn Games;Gamious
TrenchesWIP,1118920,0,,windows,Multi-player;PvP;Online PvP,Action;Free to Play;Early Access,,0,2019-08-17,0.0,1,Big OOF Games PTY LTD,-
Gensokyo Night Festival,1122050,0,"© 上海アリス幻樂団 © tea_basira/WSS Playground<br />
Licensed to and published by WSS Playground / Active Gaming Media Inc.",windows,Single-player;Full controller support;Family Sharing,Action;Casual;Indie;Early Access,{'total': 4075},0,2019-10-13,12.99,1,WSS playground;tea_basira,WSS playground;PLAYISM
Sayonara Wild Hearts,1122720,0,© 2019 Simogo AB. All rights reserved. Published by Annapurna Interactive under exclusive license.,windows,Single-player;Steam Achievements;Full controller support;Steam Cloud;Remote Play on Phone;Remote Play on Tablet;Remote Play on TV;Family Sharing,Action;Casual,{'total': 7041},24,2019-12-12,12.99,1,Simogo,Annapurna Interactive
GRIME,1123050,0,© 2020-2021 Clover Bite - Team Malignant,windows;mac,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing,Action;Indie;RPG,{'total': 3470},47,2021-08-02,24.99,1,Clover Bite,Akupara Games
Outpost,1127110,0,,windows;mac;linux,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Adventure;Casual;Indie;Strategy;Free to Play,,44,2020-05-01,0.0,1,Open Mid Interactive,Open Mid Interactive
Reverse Collapse: Code Name Bakery,1127700,0,MICAteam​ & X.D. Network Inc. All Rights Reserved. ​,windows,Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing,Adventure;RPG;Strategy,{'total': 3211},100,2024-03-21,24.99,1,"Shanghai Sunborn Network Technology Co., Ltd.",XD
Frozenheim,1134100,0,"Frozenheim (c) Paranoid Interactive 2021<br />
Hyperstrange & Hyperstrange logo (c) Hyperstrange S.A. 2022",windows,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Family Sharing,Simulation;Strategy,{'total': 2917},10,2022-06-16,19.99,1,Paranoid Interactive,Untold Tales;Hyperstrange
Men of War: Assault Squad 2 - Cold War,1135240,0,© 2019 Fulqrum Publishing Ltd. Developed by Digitalmindsoft. All rights reserved. This product contains technology licensed by Best Way.,windows,Single-player;Multi-player;Co-op;Steam Workshop;Steam Cloud;Includes level editor;Family Sharing,Action;Simulation;Strategy,{'total': 1022},0,2019-09-12,19.99,1,Digitalmindsoft,Fulqrum Publishing
King's Bounty II,1135300,13,"© 2021 King’s Bounty II is a registered trademark by Fulqrum Publishing ltd. Developed by Fulqrum Games S.A. Co-published and distributed by Prime Matter. Prime Matter is a division of Plaion GmbH, Austria. Prime Matter and its respective logos are trademarks of Plaion GmbH. Unreal®Engine, Copyright 1998 – 2021, Epic Games, Inc. All rights reserved. Unreal®, Unreal® Engine, the circle-U logo and the Powered by Unreal® Engine logo are trade¬marks or registered trademarks of Epic Games, Inc. in the United States of America and elsewhere. All other trademarks, logos and copyrights are property of their respective owners. All rights reserved.",windows,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats;Family Sharing,Adventure;RPG;Strategy,{'total': 4016},49,2021-08-24,39.99,1,Fulqrum Games,Fulqrum Publishing;Prime Matter;方块游戏 (China)
Bear and Breakfast,1136370,0,Copyright © Gummy Cat Studio 2020 - 2023,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing,Adventure;Casual;RPG;Simulation,{'total': 3655},43,2022-07-28,19.99,1,Gummy Cat,Armor Games Studios
Sherlock Holmes Chapter One,1137300,17,© 2021. Frogwares Ireland Ltd. All rights reserved. “Sherlock Holmes” is a registered trademark of Frogwares Ireland Ltd. All rights reserved.,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing,Action;Adventure,{'total': 2674},39,2021-11-15,44.99,1,Frogwares,Frogwares
Black Book,1138660,0,,windows;mac,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing,Adventure;Indie;RPG;Strategy,{'total': 4275},50,2021-08-10,24.99,1,Morteshka,HypeTrain Digital
ATOM RPG Trudograd,1139940,0,,windows;mac;linux,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Family Sharing,RPG,{'total': 3375},32,2021-09-13,10.99,1,AtomTeam,AtomTeam
Murder by Numbers,1140290,0,,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing,Adventure;Indie,{'total': 976},4,2020-03-06,14.99,1,Mediatonic,The Irregular Corporation
Adventure Escape Mysteries,1141020,0,Copyright Haiku Games Co 2023,windows;mac,Single-player;Steam Achievements;In-App Purchases,Adventure;Casual;Indie;Free to Play,,68,2020-05-05,0.0,1,Haiku Games Co,Haiku Games Co
They Can't Stop All Of Us,1142130,0,,windows,Multi-player;PvP;Online PvP;Co-op;Online Co-op,Action;Free to Play;Indie;Strategy,,0,2019-11-01,0.0,1,B Michael B;ChainWave Games;Blake Gillman,ChainWave Games
Warhammer: Chaos And Conquest,1144170,0,"Warhammer: Chaos and Conquest © Copyright Games Workshop Limited 2022. Chaos and Conquest, the Chaos and Conquest logo, GW, Games Workshop, Warhammer, The Game of Fantasy Battles, the twin-tailed comet logo, and all associated logos, illustrations, images, names, creatures, races, vehicles, locations, weapons, characters, and the distinctive likeness thereof, are either ® or TM, and/or © Games Workshop Limited, variably registered around the world, and used under licence. Warhammer: Chaos and Conquest developed by Hunted Cow, published by Tilting Point. All rights reserved to their respective owners",windows;mac,Multi-player;MMO;PvP;Online PvP;Cross-Platform Multiplayer;In-App Purchases,Free to Play;Massively Multiplayer;Simulation;Strategy,,0,2019-11-18,0.0,1,Hunted Cow Games,Tilting Point
SLUDGE LIFE,1144770,17,Copyright 2020 Terri Vellmann. All Rights Reserved,windows,Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing,Adventure;Indie,{'total': 1073},14,2021-06-02,14.99,1,Terri Vellmann;Doseone,Devolver Digital
